Time_index;Gas;Wind;Solar;Storage
278;1;0.125206945;0.623331926;0
279;1;0.118028236;0.596356528;0
280;1;0.099498118;0.540629524;0
281;1;0.076298782;0.478273005;0
282;1;0.046592843;0.332819677;0
283;1;0.0458158;0.121327952;0
284;1;0.052800408;0.006170862;0
285;1;0.055755696;0;0
286;1;0.050484955;0;0
287;1;0.042940131;0;0
288;1;0.031523423;0;0
289;1;0.02672698;0;0
290;1;0.025119924;0;0
291;1;0.024823274;0;0
292;1;0.026264651;0.00015869;0
293;1;0.026248143;0.034797153;0
294;1;0.022099932;0.191713858;0
295;1;0.009168661;0.398088795;0
296;1;0.007225457;0.572242308;0
297;1;0.010546589;0.668679902;0
298;1;0.021074522;0.709388369;0
299;1;0.039737049;0.708861868;0
300;1;0.060544674;0.703238498;0
301;1;0.088331954;0.711937064;0
302;1;0.101673891;0.709077093;0
303;1;0.107298453;0.679841286;0
304;1;0.084985796;0.645837899;0
305;1;0.058986192;0.596318116;0
306;1;0.042092081;0.4297963;0
307;1;0.037763748;0.154491038;0
308;1;0.057943023;0.0074761;0
309;1;0.06479248;0;0
310;1;0.072347139;0;0
311;1;0.083198311;0;0
312;1;0.082420946;0;0
313;1;0.08203522;0;0
314;1;0.092464612;0;0
315;1;0.115997719;0;0
316;1;0.158712361;0.000699;0
317;1;0.181629371;0.064782425;0
318;1;0.181100335;0.242261155;0
319;1;0.133111828;0.438562609;0
320;1;0.119631616;0.600766965;0
321;1;0.130920772;0.701847006;0
322;1;0.14689812;0.747896612;0
323;1;0.176193798;0.743509451;0
324;1;0.225337506;0.714696344;0
325;1;0.322416163;0.662998678;0
326;1;0.447831949;0.582863575;0
327;1;0.485245038;0.484582514;0
328;1;0.486483911;0.399144901;0
329;1;0.510393749;0.299666591;0
330;1;0.466822207;0.191645249;0
331;1;0.481594632;0.056619274;0
332;1;0.456066916;0.002110796;0
333;1;0.432976966;0;0
334;1;0.453107129;0;0
335;1;0.484845895;0;0
336;1;0.513170336;0;0
