Time_Index,Gas,Wind,Solar,Nuclear
69,1,0.408190218,0,1
70,1,0.413194334,0,1
71,1,0.431937618,0,1
72,1,0.468269486,0,1
73,1,0.50111864,0,1
74,1,0.4736287,0,1
75,1,0.43317298,0,1
76,1,0.424272987,0,1
77,1,0.438399476,0,1
78,1,0.44458115,0,1
79,1,0.451707499,0.001452917,1
80,1,0.440434925,0.200079796,1
81,1,0.370648474,0.651101063,1
82,1,0.311751594,0.74822013,1
83,1,0.290169735,0.675685083,1
84,1,0.285504536,0.616821134,1
85,1,0.29630291,0.61277817,1
86,1,0.316455845,0.648374548,1
87,1,0.328117524,0.65896699,1
88,1,0.356341935,0.476333433,1
89,1,0.470200676,0.11098876,1
90,1,0.560463736,0.000144117,1
91,1,0.593732373,0,1
92,1,0.586803567,0,1
93,1,0.58407097,0,1
94,1,0.572210894,0,1
95,1,0.556498695,0,1
96,1,0.551550217,0,1
97,1,0.606316585,0,1
98,1,0.600398982,0,1
99,1,0.603879529,0,1
100,1,0.610281104,0,1
101,1,0.619528082,0,1
102,1,0.644263449,0,1
103,1,0.673576228,0.020942944,1
104,1,0.646577162,0.342037963,1
105,1,0.589953038,0.774053454,1
106,1,0.606316341,0.827740323,1
107,1,0.644326451,0.754876388,1
108,1,0.684992603,0.691392055,1
109,1,0.726721093,0.693901044,1
110,1,0.763822726,0.755208144,1
111,1,0.784289423,0.83035955,1
112,1,0.765130973,0.760100958,1
113,1,0.715142356,0.295889216,1
114,1,0.758563007,0.012227514,1
115,1,0.761893987,0,1
116,1,0.747505626,0,1
117,1,0.729670126,0,1
118,1,0.704074289,0,1
119,1,0.665683958,0,1
120,1,0.61094805,0,1
121,1,0.89784385,0,1
122,1,0.901713538,0,1
123,1,0.905425685,0,1
124,1,0.907145897,0,1
125,1,0.907533718,0,1
126,1,0.90855305,0,1
127,1,0.901552048,0.053555655,1
128,1,0.898182099,0.357402818,1
129,1,0.902312702,0.641347568,1
130,1,0.896660022,0.729978743,1
131,1,0.901861273,0.706246783,1
132,1,0.923065013,0.635913071,1
133,1,0.937976927,0.583354909,1
134,1,0.943812585,0.540353594,1
135,1,0.948761863,0.474499207,1
136,1,0.937628949,0.339045614,1
137,1,0.930461537,0.141807256,1
138,1,0.918610523,0.013234707,1
139,1,0.904669243,0,1
140,1,0.893048905,0,1
141,1,0.894349308,0,1
142,1,0.894149564,0,1
143,1,0.901992091,0,1
144,1,0.921323297,0,1
145,1,0.629391469,0,1
146,1,0.57822959,0,1
147,1,0.527691592,0,1
148,1,0.468756803,0,1
149,1,0.385941546,0,1
150,1,0.317047803,0.001891479,1
151,1,0.246882364,0.107525936,1
152,1,0.147364227,0.399557432,1
153,1,0.061900419,0.589717663,1
154,1,0.025873747,0.672892606,1
155,1,0.016463918,0.687558068,1
156,1,0.019043318,0.660006553,1
157,1,0.024265378,0.633789213,1
158,1,0.036743437,0.600745745,1
159,1,0.050755363,0.556780519,1
160,1,0.073628979,0.504437084,1
161,1,0.118502206,0.334597547,1
162,1,0.187911653,0.066387187,1
163,1,0.25906922,0,1
164,1,0.292125564,0,1
165,1,0.302489973,0,1
166,1,0.301131665,0,1
167,1,0.275977078,0,1
168,1,0.24642883,0,1
169,1,0.758758159,0,1
170,1,0.715124569,0,1
171,1,0.721784601,0,1
172,1,0.732993817,0,1
173,1,0.74967268,0,1
174,1,0.765089039,0.056151798,1
175,1,0.738047668,0.486702705,1
176,1,0.729625692,0.89188402,1
177,1,0.741272889,0.958125403,1
178,1,0.757101887,0.959048457,1
179,1,0.773254163,0.925834796,1
180,1,0.788609908,0.898475895,1
181,1,0.80515739,0.900052562,1
182,1,0.800173066,0.928871931,1
183,1,0.790296107,0.955475852,1
184,1,0.769952793,0.914203335,1
185,1,0.710293854,0.685817889,1
186,1,0.65019114,0.204622334,1
187,1,0.716585621,0.003743539,1
188,1,0.714230955,0,1
189,1,0.677582721,0,1
190,1,0.633874268,0,1
191,1,0.597761169,0,1
192,1,0.530655531,0,1
193,1,0.616539877,0,1
194,1,0.629419569,0,1
195,1,0.630525773,0,1
196,1,0.634215346,0,1
197,1,0.636359789,0,1
198,1,0.636729638,0.036126608,1
199,1,0.56173375,0.223093875,1
200,1,0.475903709,0.435678166,1
201,1,0.489538624,0.516963688,1
202,1,0.521111665,0.569970178,1
203,1,0.53827374,0.581723442,1
204,1,0.540977954,0.562189458,1
205,1,0.547139465,0.551526651,1
206,1,0.538064346,0.534384989,1
207,1,0.527343461,0.498090965,1
208,1,0.492050603,0.429350067,1
209,1,0.43316641,0.309393617,1
210,1,0.350609487,0.11185697,1
211,1,0.352749723,0.004375839,1
212,1,0.356494066,0,1
213,1,0.380194576,0,1
214,1,0.37000215,0,1
215,1,0.346877681,0,1
216,1,0.326070303,0,1
217,1,0.460614395,0,1
218,1,0.437757606,0,1
219,1,0.412315912,0,1
220,1,0.387270217,0,1
221,1,0.352906814,0.001558587,1
222,1,0.300887056,0.101565235,1
223,1,0.197159275,0.421542997,1
224,1,0.107600228,0.645068697,1
225,1,0.09594634,0.717175251,1
226,1,0.128847363,0.711915426,1
227,1,0.190454168,0.669360619,1
228,1,0.274257763,0.626805939,1
229,1,0.361185174,0.60981387,1
230,1,0.458154883,0.624748348,1
231,1,0.533306486,0.612747365,1
232,1,0.570343703,0.574628597,1
233,1,0.569066772,0.480444453,1
234,1,0.54986064,0.211504094,1
235,1,0.647012119,0.016832893,1
236,1,0.719019045,0,1
237,1,0.7300604,0,1
238,1,0.722755689,0,1
239,1,0.694046352,0,1
240,1,0.66149942,0,1
241,1,0.02672698,0,1
242,1,0.025119924,0,1
243,1,0.024823274,0,1
244,1,0.026264651,0.00015869,1
245,1,0.026248143,0.034797153,1
246,1,0.022099932,0.191713858,1
247,1,0.009168661,0.398088795,1
248,1,0.007225457,0.572242308,1
249,1,0.010546589,0.668679902,1
250,1,0.021074522,0.709388369,1
251,1,0.039737049,0.708861868,1
252,1,0.060544674,0.703238498,1
253,1,0.088331954,0.711937064,1
254,1,0.101673891,0.709077093,1
255,1,0.107298453,0.679841286,1
256,1,0.084985796,0.645837899,1
257,1,0.058986192,0.596318116,1
258,1,0.042092081,0.4297963,1
259,1,0.037763748,0.154491038,1
260,1,0.057943023,0.0074761,1
261,1,0.06479248,0,1
262,1,0.072347139,0,1
263,1,0.083198311,0,1
264,1,0.082420946,0,1
265,1,0.638681078,0,1
266,1,0.61859631,0,1
267,1,0.614684382,0,1
268,1,0.593625575,0.000156441,1
269,1,0.587889465,0.043608247,1
270,1,0.532014794,0.261258027,1
271,1,0.453700061,0.529424747,1
272,1,0.451931649,0.666839555,1
273,1,0.465948444,0.737504451,1
274,1,0.5038409,0.781278267,1
275,1,0.544845012,0.815948328,1
276,1,0.579638482,0.828905893,1
277,1,0.597219558,0.840333055,1
278,1,0.619885262,0.835787946,1
279,1,0.630780675,0.834024867,1
280,1,0.633713699,0.797931102,1
281,1,0.599107387,0.672922823,1
282,1,0.482295364,0.461969189,1
283,1,0.4539156,0.166106788,1
284,1,0.546484892,0.009008423,1
285,1,0.582173691,0,1
286,1,0.573884018,0,1
287,1,0.562743896,0,1
288,1,0.576265709,0,1
289,1,0.445576568,0,1
290,1,0.422790656,0,1
291,1,0.396995907,0,1
292,1,0.368443444,0,1
293,1,0.340344143,0.038528961,1
294,1,0.283919963,0.301200178,1
295,1,0.184155272,0.604301893,1
296,1,0.116355666,0.728805033,1
297,1,0.093495219,0.783651962,1
298,1,0.082155403,0.805433236,1
299,1,0.081473104,0.817272071,1
300,1,0.101269124,0.805598179,1
301,1,0.135332206,0.793690062,1
302,1,0.187574725,0.779516099,1
303,1,0.236339062,0.744519406,1
304,1,0.25932917,0.704433939,1
305,1,0.289523996,0.652910038,1
306,1,0.259874159,0.47797529,1
307,1,0.315484622,0.158205485,1
308,1,0.335094632,0.006746041,1
309,1,0.335915674,0,1
310,1,0.325906737,0,1
311,1,0.331163834,0,1
312,1,0.342647882,0,1
313,1,0.599486127,0,1
314,1,0.588474569,0,1
315,1,0.582854967,0,1
316,1,0.571742636,0,1
317,1,0.535333874,0.026445956,1
318,1,0.427670548,0.208763129,1
319,1,0.29804566,0.417641776,1
320,1,0.282578555,0.478497438,1
321,1,0.294938596,0.602080254,1
322,1,0.322014046,0.715604776,1
323,1,0.355502446,0.728770457,1
324,1,0.396284887,0.713688889,1
325,1,0.440114624,0.706401928,1
326,1,0.499540173,0.687690357,1
327,1,0.55243837,0.645929016,1
328,1,0.534505174,0.625791204,1
329,1,0.470516375,0.576142984,1
330,1,0.372100799,0.386044426,1
331,1,0.389466653,0.125818349,1
332,1,0.461726736,0.004844102,1
333,1,0.493348658,0,1
334,1,0.523948518,0,1
335,1,0.525146193,0,1
336,1,0.501693575,0,1
337,1,0.154853585,0,1
338,1,0.129139516,0,1
339,1,0.099250643,0,1
340,1,0.078529291,0,1
341,1,0.060719343,0.01434758,1
342,1,0.041918444,0.231834827,1
343,1,0.017014968,0.611934609,1
344,1,0.004890406,0.767958408,1
345,1,0.004683818,0.831179798,1
346,1,0.008894581,0.843664271,1
347,1,0.017851067,0.834093542,1
348,1,0.033883245,0.815452568,1
349,1,0.073820124,0.800179974,1
350,1,0.11306539,0.78318238,1
351,1,0.149131169,0.746745871,1
352,1,0.192531975,0.684841504,1
353,1,0.269139463,0.613543939,1
354,1,0.334995683,0.395655208,1
355,1,0.426748453,0.082099462,1
356,1,0.459319309,1.52E-05,1
357,1,0.435418232,0,1
358,1,0.400566,0,1
359,1,0.426212951,0,1
360,1,0.485756351,0,1
361,1,0.506036672,0,1
362,1,0.510766706,0,1
363,1,0.526221727,0,1
364,1,0.540096235,0,1
365,1,0.552761909,0.00888125,1
366,1,0.543557849,0.161557078,1
367,1,0.49834686,0.38575682,1
368,1,0.477796303,0.496902188,1
369,1,0.527960018,0.571848222,1
370,1,0.613918037,0.642144405,1
371,1,0.708148516,0.658101396,1
372,1,0.797539607,0.631303944,1
373,1,0.8622026,0.601440659,1
374,1,0.906385768,0.582199788,1
375,1,0.931863708,0.537253118,1
376,1,0.91084777,0.471126428,1
377,1,0.877105862,0.37621822,1
378,1,0.844613988,0.217900921,1
379,1,0.840981211,0.04073482,1
380,1,0.837308611,3.12E-06,1
381,1,0.826505104,0,1
382,1,0.800402521,0,1
383,1,0.783601156,0,1
384,1,0.737593456,0,1
385,1,0.27054562,0,1
386,1,0.215562133,0,1
387,1,0.176996247,0,1
388,1,0.142325401,0,1
389,1,0.10640858,0.013148172,1
390,1,0.075247423,0.248553586,1
391,1,0.030330442,0.666690701,1
392,1,0.01416891,0.846564274,1
393,1,0.015262096,0.89667028,1
394,1,0.021950722,0.892461109,1
395,1,0.035499956,0.863334545,1
396,1,0.051099299,0.843141422,1
397,1,0.069132914,0.843521951,1
398,1,0.084778581,0.855652945,1
399,1,0.101713326,0.862759885,1
400,1,0.116817729,0.848788378,1
401,1,0.128839647,0.780214405,1
402,1,0.14229548,0.489822947,1
403,1,0.226855908,0.100442966,1
404,1,0.292471536,0,1
405,1,0.280325089,0,1
406,1,0.244787403,0,1
407,1,0.2111923,0,1
408,1,0.185976409,0,1
409,1,0.084851792,0,1
410,1,0.090542394,0,1
411,1,0.096139989,0,1
412,1,0.088920317,0,1
413,1,0.075682129,0.004642349,1
414,1,0.064917694,0.127477242,1
415,1,0.036903285,0.367816255,1
416,1,0.017495699,0.518353569,1
417,1,0.013647225,0.622692642,1
418,1,0.011784156,0.660567983,1
419,1,0.021474208,0.663349551,1
420,1,0.042676724,0.63704185,1
421,1,0.066567007,0.609749895,1
422,1,0.086503087,0.577070167,1
423,1,0.120740488,0.499662464,1
424,1,0.117492857,0.409579571,1
425,1,0.110575794,0.314641547,1
426,1,0.130836064,0.157405333,1
427,1,0.149919343,0.019672045,1
428,1,0.164826847,0,1
429,1,0.167855431,0,1
430,1,0.154120229,0,1
431,1,0.175022761,0,1
432,1,0.174000822,0,1
433,1,0.276231141,0,1
434,1,0.248216958,0,1
435,1,0.209305568,0,1
436,1,0.182201363,0,1
437,1,0.168896443,0.000893831,1
438,1,0.147550834,0.059906741,1
439,1,0.121629513,0.207839202,1
440,1,0.091187059,0.314680869,1
441,1,0.078919618,0.370730452,1
442,1,0.079047763,0.388715149,1
443,1,0.091489032,0.415589261,1
444,1,0.107365469,0.433707884,1
445,1,0.131946846,0.4165337,1
446,1,0.154928741,0.380560675,1
447,1,0.173828136,0.324799603,1
448,1,0.228340243,0.25321901,1
449,1,0.269880824,0.191162499,1
450,1,0.280490525,0.119995353,1
451,1,0.322995219,0.018378377,1
452,1,0.330991254,0,1
453,1,0.309664856,0,1
454,1,0.284563962,0,1
455,1,0.257169835,0,1
456,1,0.216602707,0,1
457,1,0.239990008,0,1
458,1,0.255129238,0,1
459,1,0.264903571,0,1
460,1,0.266906866,0,1
461,1,0.252715467,0.00158215,1
462,1,0.237116681,0.08476059,1
463,1,0.180904417,0.370931708,1
464,1,0.115785994,0.574325653,1
465,1,0.10165332,0.669408813,1
466,1,0.110085004,0.726480191,1
467,1,0.132489407,0.744429776,1
468,1,0.163999029,0.742820079,1
469,1,0.220743146,0.715488775,1
470,1,0.295374254,0.673076152,1
471,1,0.372367466,0.619336101,1
472,1,0.445540229,0.522262333,1
473,1,0.457762715,0.363090153,1
474,1,0.433434445,0.142894312,1
475,1,0.447325704,0.010843261,1
476,1,0.44312322,0,1
477,1,0.448216,0,1
478,1,0.437000988,0,1
479,1,0.42444946,0,1
480,1,0.434321843,0,1
481,1,0.669889954,0,1
482,1,0.642383075,0,1
483,1,0.621019183,0,1
484,1,0.604772782,0,1
485,1,0.586951391,0,1
486,1,0.556153979,0.016622016,1
487,1,0.506192573,0.177625727,1
488,1,0.402036558,0.394221655,1
489,1,0.350130058,0.50946074,1
490,1,0.314139146,0.580140544,1
491,1,0.270225629,0.609066335,1
492,1,0.239290923,0.603840883,1
493,1,0.221597011,0.595228785,1
494,1,0.211261502,0.571178006,1
495,1,0.213371881,0.539542365,1
496,1,0.214453378,0.533342593,1
497,1,0.210577125,0.423498532,1
498,1,0.268750517,0.121668255,1
499,1,0.373982229,0.000379189,1
500,1,0.433086935,0,1
501,1,0.483606875,0,1
502,1,0.517393871,0,1
503,1,0.522163831,0,1
504,1,0.526527695,0,1
505,1,0.238946049,0,1
506,1,0.231671065,0,1
507,1,0.227908035,0,1
508,1,0.220160654,0,1
509,1,0.237932339,0,1
510,1,0.283672277,0.020365294,1
511,1,0.322597568,0.221487122,1
512,1,0.303385349,0.444821141,1
513,1,0.291022326,0.476713065,1
514,1,0.315706027,0.471239281,1
515,1,0.351200366,0.481320089,1
516,1,0.400743971,0.49960578,1
517,1,0.447977786,0.51490717,1
518,1,0.49028881,0.505029983,1
519,1,0.528630118,0.519318777,1
520,1,0.5550593,0.519603847,1
521,1,0.581693025,0.29923365,1
522,1,0.64900496,0.031283592,1
523,1,0.681415656,0,1
524,1,0.66240557,0,1
525,1,0.624318801,0,1
526,1,0.588726125,0,1
527,1,0.526966776,0,1
528,1,0.493740572,0,1
529,1,0.683501298,0,1
530,1,0.671837802,0,1
531,1,0.65056632,0,1
532,1,0.631848591,0,1
533,1,0.628816184,0,1
534,1,0.656219698,0.003254889,1
535,1,0.681860735,0.071808156,1
536,1,0.650830568,0.163766585,1
537,1,0.612149539,0.192914551,1
538,1,0.605152115,0.203244521,1
539,1,0.611745359,0.226164422,1
540,1,0.603850002,0.257457369,1
541,1,0.605181139,0.253969318,1
542,1,0.598288372,0.225121563,1
543,1,0.582907099,0.187695553,1
544,1,0.562439421,0.164139532,1
545,1,0.520537478,0.076218333,1
546,1,0.579582539,0.004802891,1
547,1,0.63488447,0,1
548,1,0.615175377,0,1
549,1,0.572569493,0,1
550,1,0.531893085,0,1
551,1,0.479608103,0,1
552,1,0.455732751,0,1
553,1,0.554169045,0,1
554,1,0.561343034,0,1
555,1,0.584898884,0,1
556,1,0.617941112,0,1
557,1,0.648670238,0,1
558,1,0.7037737,3.97E-07,1
559,1,0.760230603,0.046288648,1
560,1,0.759214712,0.196911393,1
561,1,0.742991606,0.26497187,1
562,1,0.753347733,0.283737811,1
563,1,0.770454077,0.308033922,1
564,1,0.787698875,0.314140727,1
565,1,0.812350534,0.332801128,1
566,1,0.831973716,0.380300402,1
567,1,0.842365402,0.413933886,1
568,1,0.828157639,0.376634074,1
569,1,0.770357881,0.108121573,1
570,1,0.803945734,2.05E-05,1
571,1,0.813816946,0,1
572,1,0.789380438,0,1
573,1,0.778408245,0,1
574,1,0.756078832,0,1
575,1,0.721272148,0,1
576,1,0.700777483,0,1
577,1,0.827271997,0,1
578,1,0.81801522,0,1
579,1,0.814026433,0,1
580,1,0.804200335,0,1
581,1,0.793857238,0,1
582,1,0.792037671,0,1
583,1,0.792325019,0.018602499,1
584,1,0.771887883,0.186036345,1
585,1,0.683554927,0.32528067,1
586,1,0.652069847,0.340624184,1
587,1,0.634133888,0.333091365,1
588,1,0.624305016,0.326112254,1
589,1,0.620429781,0.319361916,1
590,1,0.623502558,0.297378068,1
591,1,0.619068083,0.2459537,1
592,1,0.589182476,0.140719846,1
593,1,0.630364253,0.012074884,1
594,1,0.719267496,0,1
595,1,0.756968896,0,1
596,1,0.752241038,0,1
597,1,0.720351845,0,1
598,1,0.675276393,0,1
599,1,0.624622291,0,1
600,1,0.570951375,0,1
601,1,0.147956404,0,1
602,1,0.164372188,0,1
603,1,0.17940653,0,1
604,1,0.188990996,0,1
605,1,0.188143775,0,1
606,1,0.187402525,0,1
607,1,0.184306675,0.001058452,1
608,1,0.183235738,0.085140034,1
609,1,0.145773316,0.295513868,1
610,1,0.084096881,0.387189234,1
611,1,0.059762953,0.378201506,1
612,1,0.056048949,0.381175954,1
613,1,0.055473945,0.435975193,1
614,1,0.056968549,0.50722894,1
615,1,0.067625648,0.472549106,1
616,1,0.093610621,0.16257932,1
617,1,0.131196415,0.0042755,1
618,1,0.149662483,0,1
619,1,0.164951193,0,1
620,1,0.174573646,0,1
621,1,0.173123099,0,1
622,1,0.163571575,0,1
623,1,0.158676743,0,1
624,1,0.156877309,0,1
625,1,0.445421067,0,1
626,1,0.466177157,0,1
627,1,0.47690462,0,1
628,1,0.485372344,0,1
629,1,0.493124466,0,1
630,1,0.509483646,0,1
631,1,0.529337585,0.001361807,1
632,1,0.541516935,0.114794753,1
633,1,0.52251936,0.353344126,1
634,1,0.476523742,0.418981546,1
635,1,0.444365537,0.397331202,1
636,1,0.444777476,0.393915696,1
637,1,0.465054301,0.435853685,1
638,1,0.499120373,0.489292146,1
639,1,0.550719152,0.410663892,1
640,1,0.640615192,0.127031814,1
641,1,0.70753075,0.002817608,1
642,1,0.711507259,0,1
643,1,0.687384014,0,1
644,1,0.672546489,0,1
645,1,0.641418402,0,1
646,1,0.602733077,0,1
647,1,0.567424942,0,1
648,1,0.526929888,0,1
649,1,0.636286669,0,1
650,1,0.701953476,0,1
651,1,0.732169038,0,1
652,1,0.746751216,0,1
653,1,0.766468952,0,1
654,1,0.755875282,0,1
655,1,0.756125331,0,1
656,1,0.750005286,0.048257623,1
657,1,0.688308499,0.252213692,1
658,1,0.552556896,0.325524596,1
659,1,0.4497551,0.284737766,1
660,1,0.371527139,0.283522018,1
661,1,0.309901794,0.315831582,1
662,1,0.251679913,0.369510148,1
663,1,0.210877381,0.313272254,1
664,1,0.249799786,0.086583897,1
665,1,0.280206132,0.000644339,1
666,1,0.261042771,0,1
667,1,0.25693789,0,1
668,1,0.299761022,0,1
669,1,0.359725464,0,1
670,1,0.423998684,0,1
671,1,0.491678054,0,1
672,1,0.555781209,0,1
673,1,0.592056048,0,1
674,1,0.608421275,0,1
675,1,0.638299569,0,1
676,1,0.640056188,0,1
677,1,0.645491858,0,1
678,1,0.666381423,0,1
679,1,0.684155598,0,1
680,1,0.716607569,0.002456153,1
681,1,0.742858105,0.015576819,1
682,1,0.73990349,0.032211631,1
683,1,0.734793237,0.04870979,1
684,1,0.708824394,0.053758162,1
685,1,0.687801375,0.050778987,1
686,1,0.679715257,0.042632375,1
687,1,0.673056325,0.028175706,1
688,1,0.668896599,0.007795855,1
689,1,0.658352299,2.45E-05,1
690,1,0.650133937,0,1
691,1,0.633298108,0,1
692,1,0.608376724,0,1
693,1,0.605566751,0,1
694,1,0.629223509,0,1
695,1,0.648479242,0,1
696,1,0.6817525,0,1
697,1,0.748912182,0,1
698,1,0.761391408,0,1
699,1,0.772839509,0,1
700,1,0.776173893,0,1
701,1,0.770894539,0,1
702,1,0.763869733,0,1
703,1,0.754915052,0,1
704,1,0.751500319,0.014534964,1
705,1,0.74085335,0.126534135,1
706,1,0.709781414,0.206373125,1
707,1,0.684479969,0.203885994,1
708,1,0.672869323,0.200909409,1
709,1,0.670736935,0.186986324,1
710,1,0.673290518,0.177452052,1
711,1,0.677877737,0.20600368,1
712,1,0.691336427,0.083457671,1
713,1,0.702335696,0.001837884,1
714,1,0.699240982,0,1
715,1,0.683016986,0,1
716,1,0.657974881,0,1
717,1,0.6286432,0,1
718,1,0.588861884,0,1
719,1,0.549505405,0,1
720,1,0.520038729,0,1
